4825000000,95,77,경상남도,김해시,
4825025000,92,78,경상남도,김해시,진영읍
4825032000,93,77,경상남도,김해시,주촌면
4825033000,92,77,경상남도,김해시,진례면
4825034000,93,79,경상남도,김해시,한림면
4825035000,94,79,경상남도,김해시,생림면
4825036000,95,78,경상남도,김해시,상동면
4825037000,96,77,경상남도,김해시,대동면
4825051000,94,77,경상남도,김해시,동상동
4825052000,94,77,경상남도,김해시,회현동
4825053000,94,77,경상남도,김해시,부원동
4825054000,94,77,경상남도,김해시,내외동
4825055000,94,77,경상남도,김해시,북부동
4825056500,94,76,경상남도,김해시,칠산서부동
4825058000,95,77,경상남도,김해시,활천동
4825059000,95,77,경상남도,김해시,삼안동
4825060000,95,77,경상남도,김해시,불암동
4825061000,93,76,경상남도,김해시,장유1동
4825062000,93,76,경상남도,김해시,장유2동
4825063000,93,76,경상남도,김해시,장유3동
