2641000000,98,77,부산광역시,금정구,
2641051000,98,77,부산광역시,금정구,서제1동
2641052000,98,76,부산광역시,금정구,서제2동
2641053000,98,76,부산광역시,금정구,서제3동
2641055500,98,77,부산광역시,금정구,금사회동동
2641057000,98,77,부산광역시,금정구,부곡제1동
2641058000,98,77,부산광역시,금정구,부곡제2동
2641059000,98,77,부산광역시,금정구,부곡제3동
2641059100,98,77,부산광역시,금정구,부곡제4동
2641060000,98,77,부산광역시,금정구,장전제1동
2641061000,98,77,부산광역시,금정구,장전제2동
2641063500,98,78,부산광역시,금정구,선두구동
2641066500,98,78,부산광역시,금정구,청룡노포동
2641067000,98,78,부산광역시,금정구,남산동
2641068000,98,77,부산광역시,금정구,구서제1동
2641069000,98,77,부산광역시,금정구,구서제2동
2641070000,97,77,부산광역시,금정구,금성동
